20130716,2
20130718,2
20130720,2
20130722,4
20130724,2
20130727,5
20130728,2
20130729,7
20130801,1
20130804,2
20130810,2
20130811,2
20130812,3
20130813,3
20130816,4
20130818,6
20130819,2
20130820,2
20130823,1
20130824,2
20130826,11
20130829,9
20130830,3
20130831,5
20130906,7
20130908,7
20130910,9
20130912,2
20130914,1
20130915,1
20130917,1
20130923,2
20130925,2
20130926,2
20130927,4
20130928,1
20131002,8
20131003,6
20131005,1
20131008,4
20131011,3
20131012,5
20131013,3
20131014,7
20131016,5
20131017,10
20131018,15
20131019,3
20131020,7
20131021,10
20131022,25
20131026,18
20131029,9
20131031,3
20131101,2
20131103,12
20131104,14
20131105,13
20131106,13
20131107,46
20131108,45
20131109,13
20131111,27
20131112,17
20131113,55
20131115,1
20131116,28
20131117,66
20131118,257
20131121,127
20131122,37
20131123,31
20131125,35
20131126,140
20131127,110
20131128,21
20131129,106
20131202,93
20131203,58
20131204,83
20131208,107
20131209,115
20131210,115
20131213,37
20131215,11
20131219,191
20131223,74
20131225,4
20131226,95
20131227,1
20131229,23
20131230,20
20131231,1
20140101,10
20140102,41
20140103,27
20140104,41
20140105,90
20140108,59
20140110,21
20140111,47
20140115,22
20140118,12
20140119,49
20140120,1
20140121,6
20140125,44
20140126,46
20140130,15
20140201,1
20140202,13
20140209,11
20140218,22
20140222,144
20140223,54
20140226,457
20140227,3
20140303,117
20140309,18
20140312,10
20140313,6
20140315,10
20140322,14
20140324,17
20140328,23
20140331,18
20140402,12
20140403,8
20140404,13
20140406,6
20140407,5
20140410,50
20140411,3
20140413,50
20140414,48
20140415,11
20140418,20
20140423,13
20140428,4
20140430,14
20140505,1
20140506,15
20140508,4
20140509,7
20140511,5
20140513,9
20140514,5
20140515,6
20140519,41
20140520,4
20140521,26
20140522,3
20140523,2
20140524,50
20140525,12
20140527,1
20140529,48
20140530,16
20140531,22
20140601,5
20140602,14
20140604,21
20140606,2
20140609,12
20140612,13
20140615,17
20140616,6
20140617,1
20140620,6
20140621,7
20140625,15
20140626,19
20140628,3
20140629,34
20140630,8
20140701,3
20140705,4
20140707,1
20140708,8
20140710,15
20140711,3
20140714,2
20140716,12
20140720,4
20140730,25
20140731,9
20140803,4
20140805,1
20140806,3
20140807,3
20140809,2
20140815,26
20140818,23
20140819,32
20140820,1
20140823,12
20140825,10
20140826,2
20140828,2
20140901,2
20140902,1
20140903,11
20140906,2
20140909,5
20140919,14
20140921,2
20140922,33
20140929,11
20141005,9
20141007,19
20141008,10
20141009,1
20141011,12
20141012,14
20141013,10
20141017,11
20141020,2
20141025,2
20141027,1
20141028,1
20141030,10
20141103,1
20141104,4
20141105,10
20141106,10
20141108,2
20141109,18
20141110,5
20141112,67
20141116,11
20141119,2
20141123,14
20141124,13
20141127,4
20141128,9
20141201,4
20141202,2
20141205,8
20141212,5
20141214,1
20141219,8
20141220,12
20141222,8
20141223,4
20141226,11
20141228,2
20141231,7
20150105,10
20150106,7
20150107,9
20150109,5
20150112,4
20150115,45
20150118,11
20150119,5
20150121,17
20150122,5
20150124,16
20150125,4
20150126,17
20150201,6
20150202,14
20150206,6
20150207,5
20150212,3
20150213,14
20150214,23
20150216,3
20150217,7
20150219,7
20150220,3
20150223,3
20150227,16
20150228,1
20150301,4
20150302,16
20150303,7
20150305,3
20150307,2
20150309,16
20150310,1
20150311,5
20150315,3
20150316,5
20150319,5
20150320,1
20150322,9
20150326,2
20150328,5
20150329,5
20150331,2
20150401,7
20150402,1
20150404,7
20150410,1
20150414,5
20150415,5
20150419,1
20150420,10
20150422,1
20150426,10
20150429,11
20150501,2
20150502,5
20150506,8
20150507,6
20150510,2
20150513,1
20150519,2
20150520,1
20150521,5
20150523,2
20150525,1
20150601,3
20150604,1
20150607,6
20150608,1
20150610,1
20150612,2
20150613,2
20150614,3
20150615,13
20150617,1
20150619,1
20150621,3
20150624,2
20150626,8
20150628,8
20150629,7
20150703,6
20150704,9
20150707,3
20150709,15
20150710,8
20150711,18
20150716,3
20150719,5
20150721,1
20150723,12
20150724,1
20150725,3
20150726,1
20150727,1
20150801,1
20150802,1
20150803,2
20150808,5
20150810,6
20150813,2
20150819,9
20150824,10
20150825,4
20150827,9
20150830,1
20150901,2
20150903,4
20150904,4
20150905,6
20150907,3
20150909,1
20150910,2
20150916,4
20150921,4
20150923,4
20150924,1
20150927,6
20150930,1
20151002,2
20151004,2
20151005,6
20151008,1
20151009,1
20151010,3
20151012,4
20151013,3
20151014,2
20151015,9
20151016,7
20151018,2
20151019,6
20151021,7
20151022,3
20151023,6
20151024,5
20151027,10
20151028,9
20151029,10
20151030,13
20151101,12
20151102,36
20151103,37
20151104,5
20151107,15
20151109,8
20151112,29
20151116,13
20151117,4
20151118,2
20151121,4
20151125,10
20151126,26
20151127,6
20151129,15
20151130,7
20151204,2
20151205,25
20151206,6
20151207,1
20151208,17
20151209,5
20151211,35
20151213,3
20151214,7
20151215,21
20151217,2
20151218,7
20151223,5
20151224,11
20151225,1
20151227,7
20151229,10
20151231,3
20160101,4
20160104,2
20160107,26
20160111,2
20160116,13
20160118,2
20160120,36
20160123,6
20160124,13
20160127,5
20160201,2
20160202,2
20160204,23
20160207,1
20160209,2
20160210,7
20160212,5
20160213,6
20160214,16
20160216,5
20160217,11
20160218,4
20160220,20
20160224,3
20160226,4
20160227,4
20160228,1
20160229,4
20160306,7
20160307,9
20160309,1
20160310,3
20160311,3
20160313,2
20160314,2
20160315,1
20160316,1
20160317,2
20160319,1
20160320,3
20160322,5
20160323,1
20160325,1
20160326,1
20160327,8
20160330,4
20160401,3
20160404,3
20160409,2
20160410,1
20160411,4
20160413,1
20160414,5
20160415,1
20160417,2
20160418,7
20160419,6
20160420,8
20160422,5
20160423,8
20160424,4
20160425,4
20160427,1
20160428,7
20160430,3
20160502,6
20160504,2
20160505,12
20160508,2
20160510,4
20160511,1
20160512,1
20160513,1
20160514,2
20160517,1
20160520,2
20160522,4
20160523,2
20160524,4
20160525,3
20160526,21
20160527,50
20160529,16
20160531,8
20160602,30
20160603,5
20160604,3
20160605,9
20160607,5
20160609,3
20160610,14
20160611,75
20160612,33
20160614,6
20160615,70
20160617,10
20160618,7
20160622,30
20160623,36
20160624,7
20160626,20
20160629,33
20160630,5
20160701,23
20160703,13
20160705,9
20160707,28
20160711,24
20160714,7
20160716,15
20160718,1
20160720,1
20160722,4
20160723,4
20160726,1
20160728,1
20160802,53
20160803,10
20160805,11
20160806,5
20160809,6
20160815,13
20160817,1
20160818,2
20160819,8
20160821,6
20160825,1
20160827,5
20160829,3
20160901,3
20160902,24
20160903,11
20160905,4
20160906,3
20160907,13
20160909,2
20160911,2
20160912,1
20160913,1
20160917,4
20160922,7
20160925,6
20160929,3
20160930,5
20161002,1
20161004,3
20161006,5
20161007,2
20161009,1
20161010,23
20161013,2
20161015,3
20161020,2
20161021,25
20161024,1
20161025,24
20161026,7
20161027,4
20161028,29
20161031,2
20161101,28
20161102,7
20161104,17
20161106,8
20161108,6
20161109,10
20161114,3
20161115,6
20161116,29
20161118,9
20161119,1
20161121,7
20161122,13
20161125,5
20161128,4
20161130,9
20161201,11
20161202,18
20161204,2
20161206,4
20161207,8
20161208,2
20161209,2
20161210,4
20161212,10
20161213,1
20161216,7
20161217,5
20161218,2
20161219,1
20161220,9
20161221,30
20161222,31
20161223,57
20161226,7
20161227,28
20161228,46
20161231,4
20170101,32
20170102,22
20170103,16
20170104,102
20170107,3
20170108,12
20170110,4
20170112,25
20170113,15
20170115,1
20170116,6
20170117,73
20170119,23
20170121,27
20170123,2
20170126,22
20170127,2
20170128,1
20170130,6
20170131,44
20170201,17
20170202,22
20170203,9
20170204,19
20170206,9
20170207,25
20170208,5
20170210,19
20170211,10
20170214,13
20170216,24
20170217,17
20170218,3
20170220,29
20170221,41
20170222,1
20170223,52
20170224,4
20170226,23
20170227,17
20170301,34
20170302,32
20170303,28
20170305,7
20170306,6
20170309,44
20170311,67
20170312,46
20170313,13
20170314,5
20170315,10
20170319,52
20170320,25
20170321,73
20170325,26
20170326,76
20170330,41
20170331,7
20170401,11
20170402,51
20170405,59
20170406,1
20170408,23
20170409,3
20170410,14
20170413,1
20170416,17
20170417,12
20170418,9
20170419,23
20170420,12
20170422,8
20170424,16
20170425,23
20170426,46
20170428,6
20170429,16
20170430,64
20170501,30
20170502,40
20170503,31
20170505,37
20170506,9
20170507,110
20170508,34
20170509,54
20170510,67
20170512,78
20170513,9
20170515,20
20170516,72
20170517,80
20170518,81
20170519,78
20170520,4
20170521,80
20170522,149
20170523,172
20170527,137
20170528,89
20170530,110
20170531,110
20170601,80
20170602,52
20170604,181
20170605,166
20170607,107
20170608,12
20170609,89
20170610,73
20170612,56
20170615,67
20170616,146
20170618,77
20170619,137
20170621,45
20170626,138
20170701,111
20170702,36
20170703,45
20170704,11
20170707,51
20170711,79
20170716,319
20170717,87
20170719,583
20170721,162
20170723,6
20170726,133
20170727,115
20170729,32
20170730,117
20170802,89
20170803,68
20170804,385
20170806,170
20170807,27
20170809,77
20170810,228
20170811,218
20170812,191
20170813,265
20170815,225
20170818,45
20170821,85
20170822,51
20170823,177
20170824,46
20170827,44
20170828,207
20170830,152
20170831,187
20170902,39
20170904,142
20170905,210
20170906,17
20170908,9
20170914,471
20170917,410
20170922,187
20170924,265
20170926,319
20170929,188
20170930,42
20171004,102
20171005,51
20171006,64
20171007,176
20171008,165
20171010,61
20171011,609
20171012,204
20171013,188
20171015,82
20171018,122
20171019,294
20171020,14
20171024,221
20171025,154
20171028,421
20171031,327
20171101,289
20171102,287
20171103,127
20171104,217
20171105,26
20171107,144
20171108,342
20171113,644
20171114,75
20171115,686
20171116,571
20171118,81
20171119,262
20171120,202
20171122,135
20171124,188
20171125,552
20171126,563
20171127,415
20171128,173
20171130,99
20171201,914
20171202,52
20171203,333
20171204,380
20171205,43
20171206,2083
20171207,3100
20171210,220
20171211,1672
20171212,351
20171214,181
20171215,1137
20171216,1751
20171223,731
20171225,43
20171226,1927
20171231,1318
20180102,1309
20180103,403
20180104,24
20180105,1775
20180106,217
20180110,451
20180112,533
20180113,402
20180118,13
20180119,346
20180120,1262
20180123,43
20180124,575
20180127,356
20180128,308
20180131,120
20180203,378
20180206,765
20180208,667
20180209,438
20180212,826
20180214,941
20180215,548
20180216,155
20180217,908
20180219,764
20180220,74
20180223,328
20180226,717
20180227,268
20180301,595
20180302,114
20180303,422
20180304,39
20180311,748
20180313,18
20180315,52
20180316,15
20180318,332
20180319,407
20180320,298
20180323,210
